Shape,nsites,elements,nelements,composition,composition_reduced,formula_pretty,formula_anonymous,chemsys,volume,density,density_atomic,symmetry,material_id,uncorrected_energy_per_atom,energy_per_atom,formation_energy_per_atom,energy_above_hull,is_stable,grain_boundaries,band_gap,cbm,vbm,efermi,is_gap_direct,is_metal,is_magnetic,ordering,total_magnetization,total_magnetization_normalized_vol,total_magnetization_normalized_formula_units,num_magnetic_sites,num_unique_magnetic_sites,types_of_magnetic_species,k_vrh,g_vrh,e_total,e_ionic,e_electronic,n,e_ij_max,weighted_surface_energy_EV_PER_ANG2,weighted_surface_energy,weighted_work_function,surface_anisotropy,shape_factor,has_reconstructed,possible_species,theoretical
Shape,nsites,nelements,composition_reduced
Cubic,5,3,Nd1 Ta1 O3
Cubic,5,3,Tm1 Ge1 O3
Orthorhombic,20,3,Na1 Zn1 F3
Cubic,10,4,K1 Tl2 Cr1 F6
Tetragonal,5,4,Sr1 W1 N1 O2
Cubic,10,4,Cs2 Li1 Bi1 Cl6
Tetragonal,10,4,Sr2 Fe1 Co1 O6
Cubic,5,3,Ta1 Be1 O3
Cubic,5,3,Dy3 Sn1 C1
Trigonal,20,4,Sr2 Fe1 Os1 O6
Cubic,10,4,Cs2 Na1 Nd1 Br6
Cubic,10,4,Ca2 Sb1 W1 O6
Cubic,10,4,K2 Cu1 Au1 F6
Cubic,10,4,Rb2 Ga1 Ag1 I6
Cubic,10,4,Cs2 Ta1 Ag1 Br6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Cubic,5,3,Cs1 La1 O3
Cubic,10,4,Cs2 K1 Gd1 Cl6
Tetragonal,20,4,Sr2 Ti1 Mn1 O6
Orthorhombic,20,3,Ca1 Ge1 O3
Cubic,10,4,K1 Rb2 Al1 Br6
Cubic,5,3,La1 Al1 O3
Cubic,10,4,Ba1 La1 Mn2 O6
Orthorhombic,20,3,Fe1 Sn1 O3
Cubic,10,3,K3 Rh1 F6
Cubic,10,4,Ba2 Pr1 Nb1 O6
Cubic,10,4,K2 As1 Au1 F6
Cubic,5,3,Mo1 Pb1 O3
Cubic,10,3,Cs3 Tl1 F6
Tetragonal,20,3,Sr1 Co1 O3
Cubic,10,4,Rb2 Sm1 Au1 Cl6
Cubic,5,3,Pu1 Sb1 O3
Cubic,5,3,Pu1 Pb1 O3
Cubic,5,3,Al1 Fe3 B1
Cubic,20,4,Sr2 Cr1 W1 O6
Cubic,5,3,Ce3 Sn1 N1
Cubic,5,3,K1 Te1 O3
Cubic,40,4,Sr2 Sm1 Nb1 O6
Tetragonal,10,4,Ba1 Ce2 Eu1 O6
Cubic,40,4,Sr2 Tb1 Sn1 O6
Monoclinic,20,4,Ca2 Sc1 Sb1 O6
Cubic,10,4,Na1 La1 Hf2 O6
Tetragonal,10,4,Ba1 Ca1 Zr2 O6
Cubic,10,4,Cs2 Na1 Mo1 Cl6
Cubic,10,4,Sr2 Zr1 Fe1 O6
Monoclinic,20,3,Li1 Ag1 F3
Cubic,10,4,K2 Li1 Ga1 F6
Cubic,5,3,Na1 Pb1 O3
Tetragonal,10,4,Sr1 Eu1 Co2 O6
Cubic,10,4,Rb2 Na1 V1 Cl6
Cubic,10,4,Ca2 Gd1 Sb1 O6
Cubic,10,4,Sr2 Tb1 Zr1 O6
Cubic,5,3,Ta1 Ru3 C1
Orthorhombic,20,3,Sm1 Ni1 O3
Cubic,5,3,Ca3 Sn1 O1
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Cubic,10,4,Rb2 Ag1 Au1 Cl6
Cubic,5,3,Eu1 H3 Pd1
Cubic,10,4,Ba2 Eu1 Nb1 O6
Orthorhombic,20,3,La1 Er1 O3
Cubic,10,4,K2 Tm1 Cu1 Cl6
Orthorhombic,20,3,Eu1 Zr1 S3
Cubic,10,4,Rb2 Tm1 Cu1 Cl6
Monoclinic,20,4,La2 Mg1 Ti1 O6
Cubic,10,4,Cs1 Rb2 Ir1 F6
Cubic,10,4,Cs2 Na1 Sm1 F6
Cubic,10,3,Na3 Co1 F6
Cubic,5,3,Er1 Al1 O3
Cubic,10,4,K2 In1 Sb1 F6
Cubic,10,4,Cs2 Li1 Tl1 Cl6
Cubic,10,4,Ba2 Ho1 U1 O6
Cubic,5,3,Al1 Sb1 O3
Cubic,5,3,Ca1 Zn1 O3
Cubic,10,4,K2 Li1 Cu1 F6
Cubic,5,3,In1 As1 O3
Orthorhombic,20,3,Tm1 Ti1 O3
Cubic,10,4,Ca1 Eu2 W1 O6
Cubic,5,3,Tl1 Cd1 N3
Cubic,10,4,Ba2 Mg1 Re1 O6
Tetragonal,25,4,Ba4 Ca1 Zr5 O15
Cubic,10,4,Ba2 Pr1 Ru1 O6
Cubic,5,3,Yb1 Re1 O3
Cubic,40,4,Ba2 Pr1 Zr1 O6
Monoclinic,20,4,Sr2 Y1 Ir1 O6
Cubic,5,3,Fe3 Pt1 N1
Cubic,10,4,Cs2 Na1 Y1 Cl6
Cubic,10,4,K2 Na1 Al1 F6
Cubic,5,3,Eu1 Nb1 O3
Orthorhombic,20,3,Sm1 Dy1 O3
Cubic,5,3,Ca3 Au1 N1
Cubic,10,4,Sr2 Eu1 Bi1 O6
Cubic,10,4,Mg6 Bi2 P1 N1
Cubic,40,4,Cs1 Na7 Ta8 O24
Cubic,10,4,K2 Sb1 Au1 Cl6
Cubic,5,3,Mn3 Ge1 C1
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Cubic,5,3,Cs1 K1 O3
Cubic,10,4,K2 Na1 In1 Br6
Orthorhombic,20,3,La1 Ti1 O3
Cubic,10,4,Cs2 Ag1 Sb1 F6
Cubic,10,4,Rb2 Sc1 Hg1 Br6
Cubic,5,3,Gd1 Er1 O3
Cubic,5,3,Mg1 Bi1 O3
Cubic,10,4,Ba2 Er1 Re1 O6
Cubic,10,4,Na2 Li1 In1 F6
Cubic,10,4,Cs2 Rb1 Eu1 Cl6
Cubic,5,3,K1 Pd1 F3
Tetragonal,5,3,Al1 Cr1 O3
Cubic,10,4,Cs2 Al1 In1 I6
Cubic,10,4,Rb2 Y1 Hg1 Cl6
Orthorhombic,20,3,Pr1 Sc1 S3
Monoclinic,40,4,La2 Ti1 Ni1 O6
Cubic,10,4,Yb1 Nb1 Pb2 O6
Cubic,5,3,Be1 In1 O3
Cubic,10,4,Ca1 La2 Zr1 O6
Monoclinic,20,4,Sr2 Y1 Ta1 O6
Cubic,10,4,Sr2 Eu1 V1 O6
Cubic,5,3,K1 Zn1 O3
Cubic,10,4,Eu2 Y1 W1 O6
Tetragonal,10,4,K1 Na1 Bi2 O6
Cubic,5,3,Sb1 Au1 O3
Orthorhombic,20,3,U1 Cr1 S3
Cubic,20,4,Ba2 Ta1 Fe1 O6
Cubic,10,4,Cs2 Li1 Lu1 Cl6
Orthorhombic,20,3,Tm1 Co1 O3
Cubic,5,3,Er1 Cu1 O3
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Cubic,10,4,Rb2 Y1 In1 F6
Orthorhombic,20,3,Dy1 Sc1 S3
Monoclinic,20,4,Li1 Pr2 Ir1 O6
Cubic,5,3,Lu3 Pb1 C1
Cubic,10,4,Sr2 V1 Sn1 O6
Cubic,10,4,Cs2 Na1 Cr1 Cl6
Monoclinic,60,4,Ca3 Mn2 W1 O9
Cubic,5,3,Ho1 B1 Rh3
Cubic,5,3,Mn1 In1 F3
Tetragonal,10,3,Sr1 Ti1 O3
Tetragonal,15,4,K3 Mg1 Cu2 F9
Trigonal,40,4,Sr1 La3 Mn4 O12
Orthorhombic,20,3,Er1 Mn1 O3
Orthorhombic,20,3,Sr3 Si1 O1
Cubic,10,4,Cs2 Li1 Y1 Cl6
Cubic,10,4,Cs2 Rb1 Tb1 Cl6
Orthorhombic,20,3,Yb1 Co1 O3
Cubic,5,3,Sr1 As1 O3
Cubic,5,3,K1 Be1 O3
Cubic,5,3,Cu3 Pd1 N1
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Tetragonal,20,5,K2 Na1 Nb1 O2 F4
Cubic,10,4,Rb2 Tl1 In1 Br6
Cubic,5,3,Ce1 Ta1 O3
Cubic,5,3,Pm1 In1 O3
Cubic,10,4,Cs2 Sb1 Au1 Cl6
Cubic,5,3,Nb1 Ru3 C1
Cubic,5,3,La3 Tl1 C1
Monoclinic,20,4,Sr2 Mg1 U1 O6
Cubic,10,4,Rb2 Tm1 Ag1 Cl6
Cubic,10,4,Cs2 Mn1 Hg1 F6
Cubic,5,3,Be1 Cu1 O3
Cubic,5,3,Ti1 Cu1 O3
Orthorhombic,20,3,Ba1 Th1 O3
Cubic,10,4,Sm1 Eu2 Ta1 O6
Cubic,5,3,Be1 Re1 O3
Trigonal,11,5,Na1 Mg1 Ti2 Bi1 O6
Cubic,10,4,Ba2 In1 Bi1 O6
Cubic,5,3,Sr1 Yb1 O3
Orthorhombic,20,3,Mn1 N1 F3
Cubic,10,4,K2 Li1 Tl1 Cl6
Cubic,10,4,Cs2 In1 Au1 Cl6
Cubic,10,4,Sr2 In1 Sb1 O6
Cubic,5,3,B1 Ir1 O3
Cubic,5,3,K1 Cd1 O3
Cubic,5,3,K1 Au1 O3
Cubic,5,3,Yb1 Sn1 O3
Hexagonal,30,4,Ba3 Sr1 Nb2 O9
Cubic,5,3,Ba1 B1 O3
Cubic,10,4,Ba2 Pu1 Pa1 O6
Cubic,5,3,Rb1 Li1 O3
Cubic,10,4,Ca2 V1 Sb1 O6
Cubic,10,3,In1 Ag3 F6
Orthorhombic,60,4,Ca1 Nd2 Mn3 O9
Cubic,10,4,Ba2 La1 Ir1 O6
Orthorhombic,20,4,Y1 Er1 Al2 O6
Cubic,10,4,Rb2 Pr1 Cu1 I6
Monoclinic,40,4,La2 Ga1 Fe1 O6
Cubic,10,4,Cs2 K1 Ta1 F6
Cubic,5,3,Tb3 Pb1 C1
Cubic,10,3,K3 V1 F6
Cubic,10,4,Ba2 Ce1 Nb1 O6
Cubic,5,3,Al1 Fe3 C1
Cubic,10,4,K2 Tl1 Hg1 Br6
Cubic,5,3,Ba1 Bi1 O3
Cubic,10,4,K2 Na1 In1 F6
Cubic,10,4,Cs2 Li1 Gd1 Cl6
Cubic,10,4,Rb2 Hg1 As1 I6
Cubic,10,4,Rb2 Li1 Tb1 Cl6
Cubic,5,3,Co1 Rh1 O3
Cubic,10,4,Rb2 Li1 Bi1 F6
Cubic,10,4,K2 Li1 Nb1 F6
Cubic,5,3,V1 Os1 O3
Cubic,10,4,Cs2 Na1 Ta1 Br6
Cubic,10,4,Ca2 La1 Sb1 O6
Cubic,10,4,K2 Sc1 Cu1 Cl6
Cubic,5,3,Zr1 B1 O3
Cubic,10,4,Cs2 Sc1 Ag1 I6
Cubic,5,3,Ba1 Ni1 O3
Cubic,5,3,Co1 Ag1 F3
Cubic,5,3,Er1 Zn1 O3
Cubic,10,3,Ba3 U1 O6
Trigonal,20,5,Sr3 La1 Ti2 Mn2 O12
Monoclinic,20,4,K1 Rb2 In1 F6
Cubic,10,4,Rb2 Li1 Nd1 Cl6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Ca2 Zr1 Nb1 O6
Cubic,5,3,Cs1 Pb1 O3
Cubic,10,4,Ca2 Zr1 V1 O6
Cubic,5,3,Si1 Pd1 O3
Orthorhombic,20,3,Ca1 W1 O3
Cubic,5,3,Ba1 Pb1 O3
Orthorhombic,20,3,Ca1 Ti1 O3
Trigonal,20,4,Ba4 Tb1 Ru3 O12
Orthorhombic,20,3,Al1 Tl1 O3
Cubic,10,4,K2 Na1 Rh1 F6
Cubic,10,3,K3 Ta1 F6
Cubic,10,3,K3 As1 Cl6
Cubic,10,4,K2 Li1 Nd1 I6
Cubic,10,4,Cs2 Na1 Ce1 Br6
Cubic,10,3,Rb1 In1 Cl3
Cubic,10,4,Ba2 Ca1 Mo1 O6
Cubic,10,4,K2 As1 Au1 Br6
Cubic,5,3,Cs1 U1 Br3
Cubic,5,3,Tm1 Ru3 C1
Cubic,10,4,Ba2 Sm1 Cr1 O6
Cubic,5,3,K1 Ta1 O3
Cubic,10,4,Rb2 Tl1 Rh1 F6
Cubic,10,4,Ba1 La1 Co2 O6
Monoclinic,20,4,La2 Mn1 V1 O6
Orthorhombic,20,3,La1 Sc1 O3
Cubic,5,3,Co1 Te1 O3
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Cubic,5,3,Zr1 Os1 O3
Cubic,10,4,Eu2 V1 W1 O6
Cubic,5,3,Cs1 Pd1 Br3
Cubic,10,4,Cs2 Li1 Ta1 Br6
Tetragonal,10,4,Ba1 Nd1 Zr2 O6
Cubic,10,4,Ba2 Sr1 Mn1 O6
Cubic,10,4,Na2 Li1 Y1 F6
Cubic,10,4,K1 Pr1 Hf2 O6
Cubic,10,4,Cs2 Li1 Tl1 Br6
Cubic,10,4,Rb2 Na1 Pr1 Br6
Cubic,20,4,Ba2 Co1 Mo1 O6
Cubic,5,3,Sc3 In1 B1
Cubic,10,4,Rb2 Tl1 Au1 F6
Orthorhombic,20,3,Ba3 Si1 O1
Cubic,5,3,Cr3 Ir1 N1
Cubic,10,4,Cs2 Na1 Ga1 Cl6
Cubic,5,3,Si1 Sn1 O3
Cubic,10,4,Cs2 Er1 Ag1 Cl6
Cubic,10,4,Rb2 Y1 Tl1 F6
Orthorhombic,48,5,Sn1 H6 C1 I3 N1
Cubic,10,4,K2 Ag1 Mo1 Cl6
Cubic,5,3,Eu1 Lu1 O3
Cubic,10,4,Na2 Li1 Sc1 Cl6
Cubic,10,4,Cs2 Rb1 Tl1 Cl6
Cubic,10,4,Rb2 La1 Cu1 Cl6
Cubic,5,3,Ce3 Al1 N1
Cubic,10,4,Rb2 Pr1 Au1 Cl6
Cubic,5,3,K1 Cd1 N3
Monoclinic,20,4,Li1 La2 Re1 O6
Cubic,5,3,K1 Lu1 O3
Orthorhombic,20,4,La1 Pr1 Mn2 O6
Orthorhombic,20,3,Sn1 Pb1 S3
Cubic,10,4,Rb2 Li1 Pr1 I6
Orthorhombic,20,3,Eu1 In1 O3
Cubic,5,3,Yb1 Mg1 O3
Tetragonal,5,4,Eu1 Ta1 N1 O2
Cubic,10,3,Li3 Co1 F6
Cubic,10,4,Ba2 Zr1 Sn1 O6
Orthorhombic,20,3,Y1 Sb1 O3
Cubic,5,3,Lu3 In1 C1
Cubic,10,3,Cs3 Au1 Br6
Cubic,10,4,Cs2 Nd1 Au1 Cl6
Cubic,10,4,Na1 La1 Zr2 O6
Cubic,5,3,Rb1 Pb1 Cl3
Cubic,10,4,Rb2 Li1 Nd1 Cl6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Orthorhombic,36,3,Cs1 In3 O5
Cubic,10,4,Na1 La1 Se2 O6
Cubic,10,4,Eu2 Ni1 Bi1 O6
Cubic,5,3,Sm3 Pb1 C1
Orthorhombic,20,3,K3 Cl1 O1
Cubic,5,3,Sr1 V1 O3
Orthorhombic,20,3,Tb1 Mn1 O3
Tetragonal,20,4,Sr4 Fe3 Mo1 O12
Tetragonal,10,3,K1 Cu1 F3
Orthorhombic,20,3,Al1 Ga1 O3
Monoclinic,20,4,Sr2 Sm1 Sb1 O6
Cubic,5,3,Rb1 Cu1 O3
Cubic,10,4,Ba2 Yb1 Ta1 O6
Cubic,10,4,K1 Rb2 Sc1 F6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Orthorhombic,20,3,Dy1 In1 O3
Cubic,5,3,Np1 Hg1 O3
Orthorhombic,20,3,Eu1 Hf1 S3
Cubic,10,3,K3 Au1 Cl6
Monoclinic,20,4,La2 Fe1 Co1 O6
Cubic,10,4,Cs2 Al1 Ag1 Br6
Cubic,10,4,Eu2 Nb1 Zn1 O6
Cubic,10,4,K2 Cu1 Bi1 Br6
Cubic,5,3,Na1 Ag1 O3
Cubic,10,4,Sr2 Ce1 Si1 O6
Cubic,5,3,U1 Re1 O3
Cubic,10,4,Cs2 Tl1 Bi1 Br6
Orthorhombic,20,3,Eu1 U1 O3
Cubic,5,3,Sr1 Cr1 O3
Cubic,5,3,Lu1 Re1 O3
Cubic,20,4,K2 Li1 Al1 H6
Cubic,10,4,Cs2 K1 Y1 Br6
Cubic,10,4,Cs2 K1 Tl1 F6
Cubic,10,4,Cs2 Sc1 In1 I6
Cubic,5,3,K1 Au1 Br3
Orthorhombic,20,3,Mg1 W1 O3
Cubic,10,4,K2 As1 Au1 Cl6
Trigonal,35,5,Sr4 Nd3 Ta2 Al5 O21
Cubic,5,3,Yb1 Tc1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Cubic,5,3,Mn1 Tl1 Cl3
Cubic,5,3,Mn3 Ga1 N1
Cubic,10,4,Rb2 Pr1 Ag1 F6
Cubic,10,4,Rb2 Ag1 Bi1 Cl6
Cubic,10,4,Rb2 Tl1 Au1 Br6
Cubic,10,4,K2 Li1 Ta1 Br6
Cubic,10,4,Cs2 Tl1 Bi1 I6
Cubic,10,4,Rb2 In1 Bi1 Cl6
Cubic,5,3,Cs1 Sm1 O3
Cubic,5,3,Ca1 Ni1 H3
Cubic,10,4,Sr2 Eu1 Nb1 O6
Cubic,5,3,La3 In1 B1
Cubic,10,3,Rb3 As1 Cl6
Cubic,10,4,Ba2 Eu1 Re1 O6
Cubic,40,4,Sm1 Eu2 Sb1 O6
Cubic,10,4,Eu2 Dy1 W1 O6
Cubic,5,3,K3 Au1 O1
Cubic,10,4,K1 La1 Hf2 O6
Cubic,10,4,Rb2 Na1 Pb1 F6
Cubic,10,4,Ba2 La1 Sb1 O6
Cubic,10,4,Ba2 Na1 Os1 O6
Cubic,10,4,Ba2 Zn1 W1 O6
Cubic,5,3,U1 Al1 O3
Cubic,5,3,Er1 B1 Rh3
Cubic,5,3,Sm1 Pu1 O3
Cubic,10,4,Cs2 Na1 Ta1 Cl6
Cubic,10,4,K2 Li1 Pd1 F6
Cubic,10,4,Cs2 Rb1 In1 Br6
Cubic,10,4,K2 Li1 Mo1 Br6
Cubic,10,4,Cs2 Y1 Ag1 I6
Cubic,10,4,Ba2 Eu1 Ru1 O6
Cubic,10,4,Ba2 Cd1 Mo1 O6
Cubic,10,3,Li3 Ru1 F6
Monoclinic,60,4,Sr3 U1 In2 O9
Cubic,10,4,Cs2 K1 Ta1 Br6
Orthorhombic,20,3,Eu1 Tm1 O3
Orthorhombic,20,3,Gd1 Ga1 O3
Cubic,5,3,Mg1 U1 O3
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Cubic,10,4,Ba2 Tm1 Ru1 O6
Cubic,10,4,K2 Ta1 Ag1 I6
Cubic,10,4,Ba2 Ho1 Re1 O6
Cubic,10,4,Cs2 Tl1 Cu1 F6
Cubic,10,4,Ba2 Er1 Ta1 O6
Cubic,10,4,Cs2 Ta1 Cu1 I6
Cubic,5,3,Dy1 Sb1 O3
Orthorhombic,60,4,Sr1 Nd2 Mn3 O9
Orthorhombic,20,3,Eu1 Al1 O3
Cubic,5,3,Yb1 B1 Rh3
Cubic,10,4,Cs2 Na1 Er1 F6
Cubic,5,3,Al1 Sb1 O3
Cubic,5,3,Ba1 Pu1 O3
Orthorhombic,20,3,Y1 Sc1 S3
Cubic,10,4,Rb2 Na1 Y1 I6
Cubic,10,4,Cs2 Na1 Ru1 F6
Cubic,10,4,K2 Ag1 Ru1 F6
Cubic,10,4,Rb2 Na1 Sc1 F6
Cubic,10,4,Sr2 Dy1 Nb1 O6
Cubic,10,4,Rb2 Na1 As1 Cl6
Cubic,10,4,Sr2 In1 Os1 O6
Cubic,40,4,Nd1 Eu2 Sb1 O6
Cubic,10,4,Sr2 Ce1 Zr1 O6
Cubic,5,3,Ce3 Al1 O1
Cubic,10,4,Cs2 Eu1 Ag1 Cl6
Tetragonal,5,4,K1 Ti1 O2 F1
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Cubic,10,4,Cs2 Na1 Li1 F6
Cubic,10,3,Rb3 Rh1 F6
Orthorhombic,48,5,H6 Pb1 C1 I3 N1
Monoclinic,20,4,Ba2 Sr1 U1 O6
Cubic,10,4,Pr1 Zn1 Bi2 O6
Cubic,10,4,Ba2 Sn1 W1 O6
Cubic,10,4,Rb2 Li1 Dy1 Cl6
Cubic,5,3,Cs1 Au1 O3
Tetragonal,10,4,Sr2 Ta1 Al1 O6
Cubic,10,4,Sr2 Sc1 Os1 O6
Monoclinic,20,4,Sr2 Ho1 Bi1 O6
Cubic,10,4,Sr2 Dy1 Mn1 O6
Orthorhombic,20,3,Mg1 Ti1 O3
Cubic,10,4,Ba2 Sm1 Fe1 O6
Cubic,5,3,Ho1 B1 O3
Cubic,5,3,Ca3 Pb1 O1
Cubic,10,4,Ba2 Mn1 Re1 O6
Cubic,5,3,Dy3 Tl1 C1
Cubic,5,3,K1 U1 O3
Orthorhombic,20,3,Ca3 As1 N1
Orthorhombic,20,3,La1 Sc1 S3
Orthorhombic,20,3,Na1 Mn1 F3
Monoclinic,20,4,Na2 Li1 Al1 F6
Orthorhombic,20,3,Sc1 Cr1 O3
Cubic,5,3,Rb1 Gd1 O3
Cubic,10,4,K2 Bi1 Au1 F6
Cubic,10,4,Rb2 Li1 Nd1 Cl6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Cubic,10,4,Rb2 Li1 V1 F6
Cubic,5,3,Gd1 Rh1 O3
Tetragonal,10,4,Ba1 Eu1 Zr2 O6
Cubic,10,4,Sr2 Cr1 Mo1 O6
Tetragonal,10,3,K1 Mn1 F3
Trigonal,40,4,Ba2 Ti1 Mn1 O6
Cubic,5,3,Zr1 Ni1 O3
Cubic,5,3,K1 Re1 O3
Cubic,10,4,Cs2 Li1 Ta1 I6
Orthorhombic,20,3,Ca1 Ni1 O3
Cubic,10,4,K1 Gd1 Nb2 O6
Orthorhombic,20,3,Eu1 Rh1 O3
Cubic,5,3,Y3 Al1 C1
Cubic,5,3,Pd3 Pb1 C1
Cubic,5,3,K1 Ni1 F3
Cubic,5,3,Mg1 Pb1 O3
Cubic,10,4,Rb2 Li1 Ce1 Br6
Monoclinic,20,4,Sr2 Er1 Ru1 O6
Cubic,10,4,Cs2 Sc1 Ag1 Br6
Cubic,5,3,Ac1 Cu1 O3
Cubic,10,4,Rb2 Gd1 Ag1 Cl6
Cubic,10,3,K3 Ni1 F6
Cubic,10,4,Cs2 Rb1 Pr1 Cl6
Cubic,5,3,Gd3 In1 N1
Cubic,10,4,Cs2 Rb1 As1 Br6
Cubic,10,4,K2 Na1 Tm1 Cl6
Cubic,5,3,Gd1 Cd1 O3
Cubic,5,3,Tb1 V1 O3
Tetragonal,10,4,Sr1 Cr1 H1 O2
Cubic,10,3,K3 Mo1 Cl6
Monoclinic,60,4,La3 Mg2 Ta1 O9
Cubic,10,4,K2 Li1 Mn1 F6
Orthorhombic,20,3,Al1 Cr1 O3
Cubic,10,4,Cs2 Na1 Pr1 Cl6
Cubic,10,4,Pr1 Eu2 Sb1 O6
Tetragonal,10,3,Rb1 Ag1 F3
Cubic,10,3,Na3 Pd1 F6
Cubic,10,4,Cs2 K1 V1 F6
Monoclinic,20,4,Sr2 Sm1 Ta1 O6
Orthorhombic,20,3,Dy1 Al1 O3
Monoclinic,20,4,La2 Mg1 Nb1 O6
Cubic,5,3,Ce1 Fe1 O3
Cubic,5,3,Sn1 B1 O3
Tetragonal,10,4,Mn6 Zn2 C1 N1
Cubic,10,4,Na2 Li1 N1 F6
Cubic,10,4,K2 Li1 Bi1 Cl6
Cubic,10,4,Cs2 K1 In1 Cl6
Orthorhombic,20,3,Ti1 Cd1 O3
Cubic,10,4,Cs2 K1 Er1 Cl6
Cubic,10,3,K3 Bi1 F6
Cubic,10,4,Rb2 Tl1 Mo1 F6
Cubic,10,4,Rb2 Na1 Sm1 F6
Cubic,10,3,Li3 Ga1 F6
Cubic,5,3,Al1 Fe1 O3
Cubic,10,4,Cs2 K1 As1 Cl6
Cubic,10,4,Rb2 Li1 Nd1 Cl6
Cubic,5,3,Er1 Cu1 O3
Cubic,10,4,K2 Na1 Y1 Br6
Cubic,10,4,Rb2 Na1 Ga1 Cl6
Cubic,5,3,Rb1 Ru1 O3
Cubic,10,4,Sr2 Pr1 V1 O6
Cubic,10,4,Li1 Sc1 Tl2 Cl6
Cubic,10,4,K2 Na1 Ta1 I6
Cubic,10,4,Ba2 Ce1 Pu1 O6
Cubic,10,4,K1 Rb2 Ti1 F6
Cubic,5,3,Re1 Te1 O3
Orthorhombic,20,3,Sm1 Lu1 O3
Cubic,10,4,K2 Rb1 As1 F6
Cubic,10,4,Cs2 Rb1 Al1 I6
Cubic,10,4,Rb2 Sb1 Au1 I6
Cubic,5,3,Ca3 P1 N1
Cubic,5,3,Yb1 Eu1 O3
Monoclinic,20,4,Li1 La2 Ir1 O6
Cubic,5,3,Ca1 Sn1 S3
Tetragonal,10,4,Sr2 V1 Mo1 O6
Cubic,5,3,Sr1 Ho1 O3
Orthorhombic,20,4,La1 Sm1 Cr2 O6
Monoclinic,40,4,La2 Ni1 Rh1 O6
Cubic,10,4,Ca6 Sn2 N1 F1
Cubic,10,4,Cs2 Tl1 Cu1 Cl6
Cubic,5,3,Rb1 U1 O3
Cubic,5,3,Ho1 Rh1 O3
Cubic,10,4,Rb2 Na1 Cr1 Cl6
Orthorhombic,20,3,Yb1 Rh1 O3
Cubic,10,4,Ba2 Tb1 Sn1 O6
Orthorhombic,40,4,Ba2 Mn1 Nb1 O6
